"","X","x"
"3091","inarmix",76
"3092","incReg",76
"3110","insideRODE",76
"3301","lancet.iraqmortality",76
"3358","letsR",76
"3393","lle",76
"3498","lxb",76
"3499","lymphclon",76
"3523","ManyTests",76
"3608","mcmcse",76
"3636","mem",76
"3687","mGSZ",76
"3743","mistral",76
"3816","modelcf",76
"3823","modTempEff",76
"3844","moult",76
"3918","multilevelPSA",76
"3934","munfold",76
"3966","mvtmeta",76
"3971","MXM",76
"4076","NonpModelCheck",76
"4143","occ",76
"4162","oncomodel",76
"4364","pedgene",76
"4403","pGLS",76
"4464","playitbyr",76
"4589","PResiduals",76
"4607","ProDenICA",76
"4632","protViz",76
"4636","psbcGroup",76
"4671","PurBayes",76
"4832","rbefdata",76
"5085","Ridit",76
"5093","ringscale",76
"5109","Rivivc",76
"5183","robcor",76
"5209","rocplus",76
"5306","Rsomoclu",76
"5456","scuba",76
"5473","sdtoolkit",76
"5482","SEchart",76
"5541","session",76
"5576","ShrinkCovMat",76
"5672","SMR",76
"5856","ssym",76
"5865","StandardizeText",76
"5932","SUE",76
"6016","Table1Heatmap",76
"6072","TFDEA",76
"6092","tigerstats",76
"6224","ttScreening",76
"6230","turboEM",76
"6243","txtplot",76
"6381","widals",76
"1807","cuttlefish.model",75
"2014","divagis",75
"2106","dynia",75
"2165","elliplot",75
"2273","evora",75
"2363","fastSOM",75
"2383","fdatest",75
"2431","finiteruinprob",75
"2477","foodweb",75
"2540","fugeR",75
"2634","gendata",75
"2784","gpk",75
"2789","gpr",75
"2843","gskat",75
"2958","hiPOD",75
"2982","holdem",75
"2990","howmany",75
"3063","iCluster",75
"3064","icomp",75
"3071","iDynoR",75
"3145","iRegression",75
"3223","kappaSize",75
"3295","laGP",75
"3325","lazy",75
"3664","meteogRam",75
"3898","mtsdi",75
"3931","multxpert",75
"4297","parviol",75
"4363","PedCNV",75
"4516","PoisNor",75
"4604","probsvm",75
"4606","processdata",75
"4609","PROFANCY",75
"4640","psData",75
"4647","PSMix",75
"4663","PTE",75
"4716","qtlhot",75
"4783","raincpc",75
"5064","rgpui",75
"5326","rTensor",75
"5376","rysgran",75
"5460","SDBP",75
"5547","sfa",75
"5579","sideChannelAttack",75
"5654","smcUtils",75
"5697","SODC",75
"5751","sparseLTSEigen",75
"5853","sss",75
"5855","ssvd",75
"5907","StratSel",75
"5934","SunterSampling",75
"5972","svDialogstcltk",75
"5973","svdvisual",75
"6080","tgram",75
"6147","trackObjs",75
"6239","TwoCop",75
"6278","vardpoor",75
"6332","vowels",75
"6342","W2CWM2C",75
"6387","wild1",75
"1860","dbEmpLikeNorm",74
"1971","dils",74
"2119","easynls",74
"2345","farsi",74
"2511","frair",74
"2593","gamlss.spatial",74
"2652","genMOSSplus",74
"2653","genomicper",74
"2661","geoCount",74
"2766","goft",74
"2778","gPCA",74
"2840","gset",74
"2849","gsscopu",74
"2854","gtcorr",74
"2903","hasseDiagram",74
"2921","heatex",74
"3076","iGasso",74
"3154","iScreen",74
"3184","ivbma",74
"3200","JJcorr",74
"3287","label.switching",74
"3387","liso",74
"3425","loe",74
"3437","logistiX",74
"3471","lrmest",74
"3477","lsdv",74
"3667","Methplot",74
"3710","migration.indices",74
"3794","mmcm",74
"3802","MMMS",74
"3953","mvngGrAd",74
"4152","oem",74
"4208","orddom",74
"4228","orthogonalsplinebasis",74
"4245","pack",74
"4250","pacose",74
"4292","partitionMetric",74
"4308","PatternClass",74
"4472","plmm",74
"4481","plotpc",74
"4484","plotSEMM",74
"4497","plus",74
"4550","popsom",74
"4652","PsumtSim",74
"4814","RApiSerialize",74
"4915","RcppRedis",74
"4956","recommenderlabBX",74
"5014","resample",74
"5015","resemble",74
"5052","RGENERATE",74
"5080","RHT",74
"5118","Rjpstatdb",74
"5237","rpart.utils",74
"5240","RPCLR",74
"5251","rportfolios",74
"5315","RStorm",74
"5399","sampSurf",74
"5449","ScrabbleScore",74
"5510","semisupKernelPCA",74
"5542","SetMethods",74
"5575","shrink",74
"5580","sidier",74
"5694","soc.ca",74
"5707","soilwater",74
"5716","somplot",74
"5798","spfrontier",74
"5844","ss3sim",74
"5904","strap",74
"5926","SubCultCon",74
"5937","superdiag",74
"6015","tab",74
"6271","UWHAM",74
"6328","VLF",74
"6331","Voss",74
"6334","VoxR",74
"6420","xhmmScripts",74
"1580","clim.pact",73
"1796","cudaBayesreg",73
"1951","diaplt",73
"2354","fastHICA",73
"2459","flowfield",73
"2471","fmt",73
"2658","gensemble",73
"2909","hcc",73
"2956","hint",73
"3054","ic50",73
"3249","klin",73
"3273","krm",73
"3378","limitplot",73
"3430","logcondens.mode",73
"3514","makeProject",73
"3628","mederrRank",73
"3726","miP",73
"3973","myepisodes",73
"4025","networkDynamicData",73
"4044","nlADG",73
"4079","nopp",73
"4084","NormalLaplace",73
"4115","npsp",73
"4282","ParentOffspring",73
"4400","pgam",73
"4409","PharmPow",73
"4424","phonR",73
"4574","ppstat",73
"4641","pse",73
"4722","quadrupen",73
"4816","rapportools",73
"4835","rbhl",73
"4857","Rchoice",73
"5025","review",73
"5131","rLindo",73
"5308","rspear",73
"5325","rtematres",73
"5379","s2dverification",73
"5444","SCORER2",73
"5471","sdnet",73
"5540","SesIndexCreatoR",73
"5678","snapshot",73
"5687","snplist",73
"5689","SNPMClust",73
"5725","source.gist",73
"5727","spa",73
"5788","SpecsVerification",73
"5796","sperich",73
"5884","stepp",73
"5894","stochprofML",73
"5927","SubLasso",73
"5942","support.BWS",73
"6099","timeit",73
"6256","upclass",73
"6276","varcompci",73
"6311","VideoComparison",73
"6327","VizOR",73
"6330","VNM",73
"6346","WARN",73
"6402","wppExplorer",73
"2614","gconcord",72
"2798","gramEvol",72
"2915","hdi",72
"2947","hierarchicalDS",72
"2996","hrr",72
"3039","hysteresis",72
"3067","idbg",72
"3116","integrOmics",72
"3133","invGauss",72
"3142","iqLearn",72
"3158","isingLenzMC",72
"3180","itree",72
"3208","jointDiag",72
"3263","knnIndep",72
"3285","l2boost",72
"3381","lineup",72
"3394","lllcrc",72
"3542","margie",72
"3643","merror",72
"3728","miRada",72
"3815","modehunt",72
"3847","mpa",72
"3867","mrdrc",72
"3887","msgps",72
"4039","NHMMfdr",72
"4225","oro.pet",72
"4255","pairheatmap",72
"4262","paleoMAS",72
"4440","pi0",72
"4674","pvar",72
"4678","pvsR",72
"4700","qlspack",72
"4796","randomizationInference",72
"4991","relSim",72
"4993","remix",72
"5050","rgcvpack",72
"5224","ror",72
"5257","RPublica",72
"5375","ryouready",72
"5525","seqCBS",72
"5612","simSummary",72
"5738","spaMM",72
"5747","sparsediscrim",72
"5787","specificity",72
"5805","spi",72
"5906","stratigraph",72
"5968","svapls",72
"6003","symmoments",72
"6085","threg",72
"6155","transport",72
"6214","tspmeta",72
"6333","vows",72
"6353","waved",72
"6365","webvis",72
"6374","wfe",72
"6396","wordmatch",72
"900","cAIC4",71
"2240","ergm.graphlets",71
"2314","extWeibQuant",71
"2364","fat2Lpoly",71
"2745","globalGSA",71
"2746","globalOptTests",71
"2910","hcci",71
"3001","hsicCCA",71
"3037","hypothesestest",71
"3056","icapca",71
"3168","isopat",71
"3367","libamtrack",71
"3383","linLIR",71
"3491","ltsbase",71
"3551","marqLevAlg",71
"3626","MDSGUI",71
"3719","miniGUI",71
"3725","minxent",71
"3750","mixedQF",71
"3783","mlmmm",71
"3862","mQTL",71
"3938","muStat",71
"3948","mvinfluence",71
"4006","needy",71
"4008","negenes",71
"4091","nose",71
"4160","omd",71
"4204","orclus",71
"4304","patchPlot",71
"4479","plotMCMC",71
"4535","pom",71
"4549","popReconstruct",71
"4809","RankResponse",71
"4826","rationalfun",71
"4976","regtest",71
"5022","restorepoint",71
"5160","rms.gof",71
"5197","robustgam",71
"5238","rpartitions",71
"5288","rseedcalc",71
"5323","rtape",71
"5415","sBF",71
"5623","sitools",71
"5656","smdc",71
"5699","SoftClustering",71
"5739","SPAr",71
"5792","speedRlibs",71
"5899","stosim",71
"5933","sugaR",71
"6197","TSEN",71
"6274","varbvs",71
"6326","vitality",71
"6399","wpp2008",71
"2828","grppenalty",70
"3127","intpoint",70
"3229","kedd",70
"3288","labeledLoop",70
"3382","linkim",70
"3463","lpmodeler",70
"3505","madsim",70
"3515","malaria.em",70
"3622","mded",70
"3782","mlica2",70
"3838","mopsocd",70
"3856","mpmi",70
"3886","msgpackR",70
"4071","noia",70
"4105","nplr",70
"4141","obsSens",70
"4190","optAUC",70
"4203","optR",70
"4301","pastis",70
"4509","pnmtrem",70
"4576","pqantimalarials",70
"4698","qlcMatrix",70
"4829","rAverage",70
"4951","recalls",70
"5040","rforensicbatwing",70
"5096","rio",70
"5104","rite",70
"5233","royston",70
"5343","RunuranGUI",70
"5374","RYoudaoTranslate",70
"5423","scalreg",70
"5487","seem",70
"5503","semiArtificial",70
"5539","sesem",70
"5555","sglr",70
"5558","sGPCA",70
"5601","SIMMS",70
"5655","smdata",70
"5777","spcadjust",70
"5779","spcov",70
"5783","spe",70
"5817","splusTimeSeries",70
"5830","spt",70
"5887","StereoMorph",70
"6097","tilting",70
"6154","transnet",70
"6157","TreatmentSelection",70
"6247","udunits2",70
"6266","userfriendlyscience",70
"6400","wpp2010",70
"6428","XNomial",70
"6429","xoi",70
"875","RSVGTipsDevice",69
"905","ebSNP",69
"2773","GOSim",69
"2801","gRapfa",69
"3129","intRegGOF",69
"3146","iRepro",69
"3216","jtrans",69
"3244","kintone",69
"3257","kmlcov",69
"3279","ktspair",69
"3660","metaRNASeq",69
"3724","minque",69
"3742","mistat",69
"3796","mme",69
"3839","morgenstemning",69
"3880","mseapca",69
"3891","msos",69
"3940","mutossGUI",69
"3997","nCDunnett",69
"4004","neariso",69
"4057","nlsmsn",69
"4101","npcp",69
"4140","obs.agree",69
"4189","ops",69
"4271","panelAR",69
"4285","parfossil",69
"4310","pawacc",69
"4339","pcg",69
"4399","pfa",69
"4405","pgnorm",69
"4406","pgs",69
"4410","phaseR",69
"4412","phcfM",69
"4572","ppmlasso",69
"4697","qiimer",69
"4797","randomizeBE",69
"4831","rawFasta",69
"4968","RegClust",69
"5008","reportRx",69
"5078","rHpcc",69
"5184","robeth",69
"5365","rwm",69
"5380","s4vd",69
"5391","samplesize4surveys",69
"5447","scout",69
"5553","sglasso",69
"5618","sirad",69
"5674","smss",69
"5732","spaceExt",69
"5733","spacejam",69
"5760","spatial.gev.bma",69
"5780","spcr",69
"5797","sperrorest",69
"5847","sse",69
"5848","ssfit",69
"5849","ssize.fdr",69
"5882","stellaR",69
"5930","subtype",69
"6166","treethresh",69
"6295","VdgRsm",69
"6300","vectoptim",69
"6339","vscc",69
"6371","weirs",69
"6383","widenet",69
"891","AR1seg",68
"2418","fifer",68
"2839","gSeg",68
"2995","hqmisc",68
"3135","ipfp",68
"3185","ivfixed",68
"3193","jackstraw",68
"3479","lshorth",68
"3641","memuse",68
"3795","mmds",68
"3797","mmeln",68
"3999","ncg",68
"4011","nephro",68
"4078","nontarget",68
"4098","npbr",68
"4249","packS4",68
"4279","parboost",68
"4299","pass",68
"4375","penDvine",68
"4390","permtest",68
"4436","phyloTop",68
"4523","polyaAeppli",68
"4548","popRange",68
"4562","powerGWASinteraction",68
"4644","pSI",68
"4699","qLearn",68
"4717","qtlmt",68
"4767","r2stl",68
"4957","recommenderlabJester",68
"4963","referenceIntervals",68
"4972","regpro",68
"5045","rGammaGamma",68
"5468","sdef",68
"5650","smco",68
"5661","smirnov",68
"5695","SocialNetworks",68
"5840","sra",68
"5987","svyPVpack",68
"6039","tbdiag",68
"6113","tipom",68
"6351","waveband",68
"6369","weightedScores",68
"6388","witness",68
"6394","wombsoft",68
"320","CAGExploreR",67
"2332","falcon",67
"2846","gsmaRt",67
"3170","isotonic.pen",67
"3209","jointPm",67
"3478","lsgl",67
"3631","medSTC",67
"3748","mixcat",67
"3781","mlgt",67
"3788","mlPhaser",67
"3850","mph",67
"3907","multibiplotGUI",67
"4030","neuroblastoma",67
"4031","neuroim",67
"4062","nmcdr",67
"4073","noncensus",67
"4081","nordklimdata1",67
"4093","noweb",67
"4137","obliclus",67
"4241","p2distance",67
"4246","packClassic",67
"4290","partialOR",67
"4327","pbs",67
"4358","pearson7",67
"4379","peplib",67
"4396","pesticides",67
"4414","phenability",67
"4432","phyloland",67
"4501","pmcgd",67
"4504","pmlr",67
"4539","pooh",67
"4565","powerpkg",67
"4661","pt",67
"4739","quipu",67
"4756","r2d2",67
"4837","rbiouml",67
"4947","reams",67
"5091","rindex",67
"5404","sanon",67
"5435","schoRsch",67
"5476","sealasso",67
"5481","seawaveQ",67
"5519","sensitivitymv",67
"5581","sig",67
"5622","sitar",67
"5823","sporm",67
"5841","sROC",67
"5852","sspline",67
"5866","standGL",67
"5998","sybilDynFBA",67
"5999","sybilEFBA",67
"6087","tibbrConnector",67
"6093","tightClust",67
"6143","tpe",67
"6226","ttwa",67
"6244","UBCRM",67
"6272","vacem",67
"6320","viopoints",67
"6336","VR",67
"3869","mreg",66
"3972","mycobacrvR",66
"4174","OpenCL",66
"4253","pairedCI",66
"4473","pln",66
"4495","plugdensity",66
"4580","pragma",66
"4825","raters",66
"4841","rbmn",66
"4952","reccsim",66
"5092","ringbuffer",66
"5287","RSeed",66
"5381","sac",66
"5466","sddpack",66
"5556","sgof",66
"5586","sigora",66
"5740","sparc",66
"5746","sparseBC",66
"5793","speedRlibTF",66
"5818","spMC",66
"5876","statfi",66
"5936","superbiclust",66
"5958","survivalMPL",66
"6038","tbart",66
"6073","tfer",66
"6082","thgenetics",66
"6161","treelet",66
"6174","trioGxE",66
"6250","unbalhaar",66
"6343","waffect",66
"6345","walkscoreAPI",66
"6405","write.snns",66
"6459","zoeppritz",66
"3553","maSAE",65
"3674","mewAvg",65
"3919","multinbmod",65
"4026","networkreporting",65
"4354","pdmod",65
"4598","prinsimp",65
"4738","quint",65
"4861","rClinicalCodes",65
"5002","repfdr",65
"5099","risaac",65
"5156","rmp",65
"5226","rorutadis",65
"5266","rrBlupMethod6",65
"5354","rvTDT",65
"5470","sdmvspecies",65
"5545","severity",65
"5714","someKfwer",65
"5769","spatialTailDep",65
"5826","sprsmdl",65
"5893","stocc",65
"5908","straweib",65
"6006","synchrony",65
"6059","ternvis",65
"6140","tosls",65
"6287","vbdm",65
"6442","ykmeans",65
"534","Rcplex",64
"4226","orQA",64
"4251","paf",64
"4260","paleobioDB",64
"4394","persiandictionary",64
"4407","phalen",64
"4618","prognosticROC",64
"4626","proteomicdesign",64
"4702","qmethod",64
"4939","rDVR",64
"5043","rgabriel",64
"5520","sensitivitymw",64
"5532","seqPERM",64
"5630","skda",64
"5719","sortinghat",64
"6142","tourrGui",64
"6171","trifield",64
"6179","trueskill",64
"6231","turfR",64
"6240","twoStageGwasPower",64
"1283","bigtabulate",63
"3760","mixsep",63
"4437","phyreg",63
"5282","rSCA",63
"5577","shuffle",63
"5607","simplexreg",63
"5784","speccalt",63
"6130","tmle.npvi",63
"6139","topsis",63
"6358","wbs",63
"843","LaplacesDemon",62
"3854","mpMap",62
"4259","palaeoSig",62
"4581","praktikum",62
"5417","sbioPN",62
"5889","stima",62
"5994","switchnpreg",62
"6241","twostageTE",62
"6344","waldwolf",62
"4502","pmclust",61
"4582","predfinitepop",61
"5155","Rmosek",61
"5566","sheldusr",61
"5723","sotkanet",61
"5988","swamp",61
"6253","uniReg",61
"6297","vecsets",61
"675","sharpshootR",60
"5713","somebm",60
"846","heatmap3",59
"4695","qfa",59
"4974","regRSM",59
"5704","soilprofile",59
"5862","stacomirtools",59
"5996","sybilccFBA",59
"901","vbsr",58
"4416","phenmod",58
"388","BcDiag",57
"902","zoib",57
"3485","ltbayes",57
"5997","sybilcycleFreeFlux",57
"876","PortRisk",56
"880","simsalapar",56
"3946","mvctm",56
"4265","palinsol",56
"5639","slfm",56
"1806","cutoffR",55
"707","CGIwithR",53
"797","rbamtools",53
"885","io",53
"4913","RcppOctave",53
"6418","xgobi",53
"676","SNPRelate",52
"878","ipdw",52
"892","lmms",52
"4521","pollstR",52
"5352","RVowpalWabbit",52
"1925","Design",51
"5076","Rhpc",51
"6245","ucbthesis",51
"895","synchronicity",50
"4316","pbdBASE",50
"530","orca",49
"893","mbest",49
"4320","pbdNCDF4",48
"4929","RDieHarder",48
"859","EBEN",47
"858","berryFunctions",46
"877","rdrobust",46
"884","genasis",46
"2044","doMPI",46
"6289","VBmix",46
"783","TcGSA",45
"788","Metabonomic",44
"869","popdemo",44
"886","rprintf",44
"1753","cplexAPI",44
"2487","fork",44
"3509","magma",44
"894","rareNMtests",43
"897","peacots",43
"4318","pbdDMAT",43
"511","PHYLOGR",42
"674","RAppArmor",42
"855","clustTool",42
"890","dbConnect",42
"899","accuracy",42
"1405","brlr",42
"4317","pbdDEMO",42
"6212","TSpadi",42
"527","CARrampsOcl",41
"529","ora",41
"848","shinyFiles",41
"896","rzmq",41
"2648","GeneTS",41
"531","qtbase",40
"790","M3",40
"806","BradleyTerry",40
"866","RBerkeley",40
"1478","Causata",40
"844","docopt",39
"868","planor",39
"535","REBayes",38
"870","gcbd",38
"5690","snpStatsWriter",38
"847","ORCI",37
"867","FunNet",37
"908","rJavax",37
"2957","HiPLARM",37
"6382","WideLM",37
"842","BPHO",36
"845","evolvability",36
"865","multic",36
"1274","bigGP",36
"3996","ncdf4.helpers",36
"5281","RSAP",36
"818","Icens",35
"856","HFWutils",35
"857","SoPhy",35
"258","rcom",34
"745","CADStat",34
"830","GRASS",34
"272","UNF",33
"367","fUtilities",33
"503","RBGL",33
"532","qtpaint",33
"822","Devore5",33
"823","ZIGP",33
"825","ICsurv",33
"831","clac",33
"883","setwidth",33
"889","BARD",33
"1217","bcool",33
"525","SDisc",32
"673","Snowball",32
"714","BTSPAS",32
"836","TWIX",32
"861","mvnfast",32
"874","fSeries",32
"881","bigalgebra",32
"533","qtutils",31
"819","DiagnosisMed",31
"812","RghcnV3",30
"872","fEcofin",30
"4389","permGPU",30
"526","CARramps",29
"658","RLMM",29
"751","TGUICore",29
"752","XLConnectJars",29
"826","InventorymodelPackage",29
"839","trio",29
"854","CORREP",29
"860","goftest",29
"871","evtree",29
"4288","parspatstat",29
"668","fCalendar",28
"794","transmission",28
"824","GNE",28
"837","RFA",28
"863","R4dfp",28
"278","ElectroGraph",27
"632","COZIGAM",27
"713","graph",27
"803","RcmdrPlugin.MAc",27
"666","HumMeth27QCReport",26
"776","CoCo",26
"789","SQLiteDF",26
"792","hiddenf",26
"821","birch",26
"828","RSNPset",26
"841","bigpca",26
"887","PAGWAS",26
"898","anm",26
"469","RecordLinkage",25
"528","gmatrix",25
"671","afmtools",25
"712","Rsac",25
"791","apsimr",25
"486","FEST",24
"510","Sim.DiffProcGUI",24
"646","RcmdrPlugin.MAd",24
"753","clustMD",24
"760","IQMNMR",24
"793","spBayesSurv",24
"851","Rpad",24
"879","StreamingLm",24
"323","forecasting",23
"441","odesolve",23
"664","BAMD",23
"700","Rstreams",23
"701","gpls",23
"772","ElstonStewart",23
"786","assist",23
"133","mutatr",22
"484","caretLSF",22
"802","QT",22
"810","Rchemcpp",22
"820","TwoWaySurvival",22
"827","munsellinterpol",22
"838","RpgSQL",22
"862","translate",22
"888","TCC",22
"903","UScensus2000",22
"631","RBrownie",21
"679","gdsfmt",21
"736","RmSQL",21
"740","auteur",21
"785","cit",21
"813","sound",21
"480","cMonkey",20
"520","amer",20
"636","CvM2SL1Test",20
"717","DOSim",20
"727","SVGMapping",20
"750","ExomeCNV",20
"754","ESGtoolkit",20
"756","qVarSel",20
"762","adk",20
"771","QRMlib",20
"798","MTSKNN",20
"804","NMMAPSlite",20
"873","MSToolkit",20
"882","caretNWS",20
"318","RSiteSearch",19
"332","ResearchMethods",19
"485","PL.popN",19
"513","EMV",19
"517","RcmdrPlugin.qcc",19
"662","GDD",19
"706","gbev",19
"759","SSSR",19
"778","RTisean",19
"780","TinnR",19
"451","bigmatrix",18
"654","eco",18
"665","delt",18
"696","GeneNT",18
"733","ADaCGH",18
"755","fslr",18
"805","GeneSOM",18
"817","WINRPACK",18
"833","ieeeround",18
"834","gregmisc",18
"864","nice",18
"369","ImageMetrics",17
"387","caGUI",17
"420","NetworkAnalysis",17
"446","Umacs",17
"521","boolean",17
"647","RcmdrPlugin.FactoMineR",17
"667","Rsge",17
"669","USPS",17
"688","SV",17
"699","GAMens",17
"711","EffectiveDose",17
"735","Rstem",17
"769","AMA",17
"784","Rfwdmv",17
"800","catmap",17
"816","bivpois",17
"832","StatFingerprints",17
"840","boolfun",17
"849","afc",17
"853","bim",17
"353","HiDimDA",16
"366","DeducerMMR",16
"383","EquiNorm",16
"437","ares",16
"442","FKBL",16
"443","TGUITeaching",16
"448","ReadImages",16
"509","CvM2SL2Test",16
"518","cyclones",16
"523","betfairly",16
"657","LLAhclust",16
"670","CompetingRiskFrailty",16
"689","RGtk2DfEdit",16
"694","BioIDMapper",16
"704","glmmAK",16
"720","SubpathwayMiner",16
"726","FLEDA",16
"741","websockets",16
"744","RLastFM",16
"748","doSMP",16
"749","DART",16
"775","SteinerNet",16
"781","CGene",16
"796","ARES",16
"852","caspar",16
"347","RcppTemplate",15
"370","PermuteNGS",15
"376","Rigroup",15
"377","DICOM",15
"379","SeqFeatR",15
"386","SLmisc",15
"411","CoCoAn",15
"449","Ratings",15
"479","amba",15
"563","xpose4classic",15
"599","fdim",15
"659","MLDA",15
"663","Geneclust",15
"690","GammaTest",15
"716","pkgKitten",15
"730","IFP",15
"746","RadialPlotter",15
"770","HGLMMM",15
"777","RcmdrPlugin.steepness",15
"807","Rlsf",15
"255","xlsReadWrite",14
"257","MMG",14
"334","CalciOMatic",14
"335","Read.isi",14
"365","RiDMC",14
"381","SRMA",14
"384","VisCov",14
"444","FLCore",14
"467","CAVIAR",14
"468","binarySimCLF",14
"482","RScaLAPACK",14
"483","ClinicalRobustPriors",14
"498","ANN",14
"500","calib",14
"512","FracSim",14
"514","SigWinR",14
"515","PrecipStat",14
"516","Rassoc",14
"584","xpose4generic",14
"587","SharedHT2",14
"588","SHARE",14
"594","agsemisc",14
"623","baymvb",14
"640","agce",14
"644","SQLiteMap",14
"645","Rmetrics",14
"652","GB2",14
"672","GridR",14
"683","xpose4data",14
"705","ROracleUI",14
"718","RPgSQL",14
"719","ccems",14
"747","belief",14
"773","PSCN",14
"779","adapt",14
"147","grid",13
"315","Peak2Trough",13
"372","Containers",13
"385","bats",13
"421","FunctSNP",13
"434","RImageJ",13
"463","ISIPTA",13
"466","SpectralGEM",13
"477","bwsurvival",13
"490","RWebMA",13
"493","LMGene",13
"519","caMassClass",13
"524","arrayMissPattern",13
"580","gene2pathway",13
"586","ChangeAnomalyDetection",13
"603","arrayImpute",13
"618","PairTrading",13
"628","MEWMA",13
"643","aaMI",13
"649","cxxPack",13
"651","bayespack",13
"656","DataFrameConstr",13
"682","xpose4specific",13
"698","UScensus2000add",13
"709","DEA",13
"757","ustyc",13
"764","emu",13
"768","JointGLM",13
"811","concord",13
"814","aBioMarVsuit",13
"835","asuR",13
"270","canvas",12
"301","digeR",12
"305","gnomeGUI",12
"319","SAGx",12
"329","MeDiChI",12
"355","TreeRank",12
"382","tclust",12
"410","Rcmdr.HH",12
"412","ExactNumCI",12
"419","SocrataR",12
"454","DesignPatterns",12
"492","WMTregions",12
"495","FIAR",12
"499","ComPairWise",12
"504","RStackExchange",12
"595","VDCutil",12
"614","RcmdrPlugin.EHESsampling",12
"621","RTDAmeritrade",12
"626","aggrisk",12
"641","JLLprod",12
"660","JointModeling",12
"702","FAmle",12
"710","bsml",12
"721","StructR",12
"725","RSearchYJ",12
"728","MCUSUM",12
"737","Rfun",12
"739","bscr",12
"761","climatol",12
"763","SparseLogReg",12
"799","RcmdrPlugin.Export",12
"801","clusterCons",12
"809","LDdiag",12
"256","imputation",11
"271","YjdnJlp",11
"277","gafit",11
"307","EDanalysis",11
"313","OptionsPdf",11
"333","JMLSD",11
"352","exactmaxsel",11
"362","Rvelslant",11
"364","VhayuR",11
"378","WeedMap",11
"380","RiboSort",11
"406","RGrace",11
"440","RGtk2.10",11
"445","BerkeleyEarth",11
"447","mimR",11
"494","CoCoCg",11
"502","TextRegression",11
"564","BiGGR",11
"609","FourierDescriptors",11
"610","delftfews",11
"624","RTAQ",11
"625","TSPC",11
"635","SNPMaP",11
"655","CarbonEL",11
"685","magnets",11
"692","gmvalid",11
"708","panel",11
"729","MCE",11
"738","WMBrukerParser",11
"742","atm",11
"743","SlimPLS",11
"766","EuclideanMaps",11
"767","AIS",11
"774","VBMA4hmm",11
"782","RandForestGUI",11
"787","VaR",11
"808","SeqKnn",11
"111","QTLNetworkR",10
"134","MAVTgsa",10
"274","ddesolve",10
"317","TwoPhaseInd",10
"326","RAFM",10
"328","NeMo",10
"331","MFDF",10
"336","CircSpatial",10
"356","HTMLapplets",10
"363","StochaTR",10
"368","igraph0",10
"374","agreement",10
"416","RDF",10
"417","DPM.GGM",10
"450","rcompgen",10
"470","ExPD2D",10
"487","agilp",10
"488","LLN",10
"501","AIGIS",10
"505","crosshybDetector",10
"507","glpk",10
"589","genefu",10
"590","CPGchron",10
"601","MISA",10
"602","Rnotes",10
"607","cems",10
"620","OSACC",10
"629","MetaPath",10
"634","Rgraphviz",10
"678","TPAM",10
"731","RcmdrPlugin.SurvivalT",10
"765","chplot",10
"815","bise",10
"850","nltm",10
"250","PACE",9
"316","MCLIME",9
"351","scapeMCMC",9
"359","diamonds",9
"405","OrdLogReg",9
"413","LogicForest",9
"418","waveclock",9
"433","futile",9
"439","MCMCtNARCH",9
"465","aratio",9
"471","rmosek",9
"473","QLSpline",9
"481","colorout",9
"496","GFMaps",9
"497","ggplot",9
"522","Java",9
"575","gmaps",9
"608","RcmdrPlugin.TextMining",9
"615","GLMMGibbs",9
"617","WaveletCo",9
"619","LN3GV",9
"622","ctest",9
"627","GLMMarp",9
"637","diff",9
"638","RSeqMeth",9
"639","kernelPop",9
"653","CCMtools",9
"677","Aelasticnet",9
"693","RcmdrPlugin.SensoMineR",9
"697","RMETAR",9
"722","butler",9
"723","GRRGI",9
"724","XReg",9
"130","cxx",8
"246","gcmrec",8
"252","gearman",8
"253","rcqp",8
"269","multtest",8
"275","clines",8
"302","fastVAR",8
"303","GOFSN",8
"339","BADER",8
"375","Rlof",8
"401","cpm",8
"428","cmprskContin",8
"436","BootCL",8
"438","TwslmSpikeWeight",8
"455","CoCoGraph",8
"457","mugnet",8
"458","VizCompX",8
"459","coenoflex",8
"460","LLdecomp",8
"461","cloudRmpi",8
"464","SparseTSCGM",8
"474","ThreeGroups",8
"475","biseVec",8
"476","multmod",8
"491","RII",8
"506","corrperm",8
"508","dynamo",8
"581","ISA",8
"583","RcmdrPlugin.PT",8
"585","backfitRichards",8
"593","BayesPanel",8
"596","HTML",8
"597","ExactSampling",8
"598","atmi",8
"600","CAscaling",8
"612","epsi",8
"613","Covpath",8
"630","Depela",8
"684","WaveCGH",8
"686","epibase",8
"703","ProbeR",8
"732","DARTData",8
"758","kinship",8
"795","demogR",8
"829","farmR",8
"129","XMLSchema",7
"144","favir",7
"146","sensitivityPStrat",7
"230","CTFS",7
"268","mprobit",7
"324","TradeStrategyAnalyzer",7
"327","Dopt",7
"338","VA",7
"345","esd4all",7
"354","ToxLim",7
"357","grasp",7
"358","Rmdr",7
"361","numConversion",7
"408","dynGraph",7
"429","hints",7
"432","bicreduc",7
"462","MixMod",7
"478","ageprior",7
"561","MCMCtGARCH",7
"579","CGP",7
"592","bs",7
"616","ecp",7
"633","biGraph",7
"642","gWidgetsrJava",7
"687","polydect",7
"715","PCDSpline",7
"734","event",7
"110","parser",6
"142","geoPlot",6
"240","boost",6
"241","classPP",6
"243","cldr",6
"245","protoclust",6
"254","lossDev",6
